country,variety,points,price,title,taster_name,description,year
US,Red Blend,86,17,Hess Select 2012 Treo Winemaker's Blend Red (California),Jim Gordon,"This is a smooth, soft wine with tasty, mellow fruit flavors, full body and light acidity. It's well-aged and ready to drink.",2012
US,Teroldego,87,40,Red Tail Ridge 2011 Estate Bubbles Sparkling Teroldego (Finger Lakes),Anna Lee C. Iijima,"Wisps of smoke and toast accent fresh, juicy black cherries and berries in this unusual sparkling wine made from Teroldego grapes. The palate balances fresh, primary black-fruit flavors with warm hints of caramel and spice. The mousse is a mouth-filling blanket of thick, rich foam but dissipates into an elegant finish.",2011
Spain,Red Blend,89,32,Besllum 2008 Red (Montsant),Michael Schachner,"Robust on the bouquet, with ample red berry fruit and vanilla. The palate has a deep, layered feel and flavors of plum, berry and peppery spice. A tight blend of Carignan, Garnacha and Syrah that's forward and wiry, with power in reserve. Drink now through 2015.",2008
US,Chardonnay,90,24,Left Coast Cellars 2014 Truffle Hill Chardonnay (Willamette Valley),Paul Gregutt,"This 100% Dijon-clone bottling offers a bold mix of peach, banana and pineapple. It's fruit-driven from top to bottom, with supporting acids to keep it fresh and invigorating.",2014
France,Bordeaux-style White Blend,88,11,Château Reynon 2015  Bordeaux Blanc,Roger Voss,"From the family estate of Bordeaux wine gurus Denis and Florence Dubourdieu, this is a crisp, refreshing Sauvignon Blanc/Sémillon blend that appeals immediately. Bright acidity, freshly squeezed lemon and a herbal, green edge all make for a wine that is drinkable now as an apéritif as well as with food.",2015
US,Riesling,90,25,Paetra 2016 S Riesling (Eola-Amity Hills),Paul Gregutt,"The “S” in this late harvest wine's name may stand for sweet or Spätlese, and its flavors are appropriately succulent and robust for the designation. Fresh and natural-tasting peach, melon and herb components from its core; the finish is clean and lingering.",2016
Portugal,Portuguese White,88,16,Herdade Grande 2013 Colheita Seleccionada White (Alentejano),Roger Voss,Very light wood aging gives a complex dimension without losing the ripe yellow fruits that give the wine its rich character. Fresher acidity is integrating well with the spice and vanilla. Drink in 2016.,2013
US,Red Blend,87,45,Venteux 2006 Estate Cuvée Red (Paso Robles),NA,"Soft and very ripe, this Syrah-Petite Sirah blend has currant and chocolate flavors that veer into raisins and prunes, with a strong peppery note. Yet it's very dry, with luxurious tannins, with a certain elegance. Drink now.",2006
Spain,Tempranillo Blend,92,150,Contino 2009 Viña del Olivo  (Rioja),Michael Schachner,"Initial oaky aromas of dried cheese, coffee grinds, lemon peel and vanilla welcome in plum and other red-berry scents. This rings loudly across the palate, with punchy acidity attributable to the Graciano in this Tempranillo-led blend. Flavors of tomato, raspberry, dried Manchego cheese and vanilla finish savory, long and fresh, with elegance. Drink 2017–2026.",2009
US,Pinot Noir,90,20,Bruliam 2016 Rosé of Pinot Noir (Sonoma County),Virginie Boone,"Dark reddish-orange in color, this medium-bodied rosé offers refreshing acidity against a dramatic backdrop of intensely etched flavors, a mix of dark cherry, strawberry and blood orange that refreshes and rewards.",2016
France,Provence red blend,94,44,Domaine de la Bégude 2013 La Bégude Red (Bandol),Roger Voss,"This is a wine that is beginning to show some fine maturity. There are ripe fruits still very present, but they are matched by the secondary flavors, spice and warm tannins along with the classic herbal character of Mourvèdre. The wine is produced from organically grown grapes, giving purity as well as some serious structure in the background. Drink from 2018.",2013
Portugal,Portuguese Red,87,13,Quinta da Ribeirinha 2015 Ardósia Tinto Red (Tejo),Roger Voss,"Made to drink young, this fruity, softly structured wine is ripe with blackberry fruits. There is a touch of spice from the wood aging and a lining of attractive acidity. Drink now.",2015
France,Gamay,88,30,Marcel Lapierre 2007  Morgon,Roger Voss,"From biodynamic producer Marcel Lapierre, this is probably as good as it got in 2007. It's a rich wine, concentrated, although the crisp fruits of the year tend to dominate. There are raspberry flavors, very pure, very fresh, but with some good depth of flavor.",2007
France,Riesling,86,NA,Boeckel 2010 Réserve Riesling (Alsace),Roger Voss,"This is a steely wine wrapped with white and green fruit flavors. It is clean, bright and full of pear and crisp apple notes. The tangy after taste is floral. Ready to drink in six months.",2010
France,Champagne Blend,90,NA,J. Dumangin Fils NV Extra Brut Premier Cru  (Champagne),Roger Voss,"Well on the dry side of brut, this wine pushes acidity and the freshest citrus along with an apple-skin texture. It shows some bottle age toastiness, while offering a delicious bright finish.",NA
US,Chardonnay,86,17,Verde Sole 2013 Chardonnay (Sierra Foothills),Jim Gordon,"A well-behaved 100% Chardonnay fermented in stainless steel, it had no malolactic conversion to add a buttery quality. Smooth-textured and medium-bodied, it's filled out by moderate pear and apple flavors accented with hints of white pepper, fig and vanilla.",2013
US,Sauvignon Blanc,90,21,Margerum 2009 Sybarite Sauvignon Blanc (Happy Canyon of Santa Barbara),NA,"A crisp, refreshing Sauvignon Blanc, fermented and aged in stainless steel. Shows rich, savory citrus and green grass flavors, with hints of minerals and flowers. Very drinkable and bone-dry.",2009
US,Bordeaux-style Red Blend,93,300,Cardinale 2007 Red (Napa Valley),NA,"A darkly colored, tannic Cabernet whose dry astringency keeps it from being thoroughly enjoyable now. Despite the astringency, however, it showcases an immaculate core of blackberries and black currants. Elegant and classy, it should age well throughout the decade.",2007
Portugal,Portuguese White,88,20,Herdade das Servas 2016 Colheita Seleccionada White (Alentejano),Roger Voss,"This is a superripe wine, full of generous white and yellow stone fruits. It is soft while also dense with smooth fruits, touched by pepper and nutmeg and given richness from lees aging. Drink the wine now.",2016
US,Rosé,90,18,McCay Cellars 2012 Rosé (Lodi),Virginie Boone,"From 100-plus-year-old Carignane vines, with splashes of Grenache, too, this is a refreshing wine for spring and summer. Stony in grapefruit and peach, it's balanced, light and dry with a fruity kick.",2012
US,Bordeaux-style Red Blend,86,32,SuLei 2010 Les Collines Vineyard Red (Walla Walla Valley (WA)),Paul Gregutt,"Though this is pure Cabernet from an excellent Walla Walla vineyard, the flavors seem rather harsh and quite astringent. The dark fruit is cloaked in bitter, chalky tannins that require some rich food to cut through.",2010
France,Bordeaux-style Red Blend,90,50,Château Tour des Gendres 2008 Moulin des Dames Red (Côtes de Bergerac),Roger Voss,"Hugely concentrated wine, full of new toasty wood flavors, its structure packed with tannins. That said, there is also a weight of black currant fruit, richly jammy, adding to the sense of power.",2008
France,Rosé,84,15,Château de Lisennes 2016 7 Hectares Vin Bio Rosé (Bordeaux Rosé),Roger Voss,This wine has a caramel edge that gives richness but also detracts from the fruit. It offers a smooth texture along with a spicy edge. Drink now.,2016
Portugal,Portuguese Red,95,100,Quinta do Vale Meão 2014 Red (Douro),Roger Voss,"The estate is owned by the Olazabal family, descendants of Antonia Ferreira who created this and many other estates in the 19th century. This is a major wine, ripe and full of rich tannins and concentrated fruit. It is always one of the longest-lived wines from the Douro and this vintage has the structure and the fruit weight to develop well. An attractive spicy, smoky character adds extra interest. Drink from 2022.",2014
Australia,G-S-M,90,65,D'Arenberg 2005 The Ironstone Pressings G-S-M (McLaren Vale),Joe Czerwinski,"This blend of 70% Grenache, 25% Shiraz and 5% Mourvèdre features surprisingly dark fruit flavors akin to blackberries and cola. A hint of mint or eucalyptus enlivens the bouquet and helps to lighten this otherwise rather full-bodied, brooding wine. Finishes long, with enough dusty tannins to warrant cellaring through 2015.",2005
US,Chardonnay,87,20,J Wilkes 2013 Chardonnay (Santa Maria Valley),Matt Kettmann,"Apple custard, green apple peels and a bit of barrel warmth entertain the nose on this reasonably priced wine from a highly reliable appellation. Flavors are straightforward, with ripe golden pears and lemon peels.",2013
US,Viognier,87,23,Novelty Hill 2015 Stillwater Creek Vineyard Viognier (Columbia Valley (WA)),Sean P. Sullivan,"Faint white flower, orange peel, spice and citrus aromas are followed by broad fruit flavors in this wine, which lacks concentration.",2015
France,Rhône-style Red Blend,88,15,Domaine Cabirau 2011 Red (Côtes du Roussillon),Lauren Buzzeo,"Hints of earthy spice and bark add interest to the somewhat muted blackberry and black plum aromas. The wine opens up more on the palate, revealing a lush and creamy texture, with dense blackberry flavors and a sweet oak and vanilla spice that lingers through the finish.",2011
US,Sagrantino,87,40,Wilridge 2015 Estate Wilridge Vineyard Sagrantino (Naches Heights),Sean P. Sullivan,"This is the only bottling of this variety I am aware of in the state. The aromas are intriguing: all high toned, with notes of herb, barrel spice and ripe blackberry. The flavors are full bore, holding nothing back. The tannins bring a slight sense of astringency. There's promise.",2015
Austria,Grüner Veltliner,93,40,Tegernseerhof 2008 Höhereck Grüner Veltliner (Wachau),Roger Voss,"Martin Mittelbach rolls out this intense, concentrated wine, which packs spice, ripe pineapple and apricots and a final floral character that fills the mouth. A wine to age for at least four years. Screwcap.",2008
Canada,Syrah,92,85,Le Vieux Pin 2011 Équinoxe Syrah (Okanagan Valley),Paul Gregutt,"Steely and compact, this rather reluctantly opens to reveal subtle complexity. The mix of tart blueberry and blackberry fruit is accompanied by scents of cured meat, menthol and garrigue. It spent 18 months in a mix of barrels and puncheons, yielding a pleasant finishing impression of cedar. Decant this for at least an hour or two.",2011
US,Chardonnay,87,35,Patz & Hall 2010 Chardonnay (Sonoma Coast),NA,"Oaky and seemingly sweet, this is a showy wine whose appeal comes from its ripeness and richness. Vanilla and buttered toast notes from the oak dominate the tropical fruit and pineapple flavors. With its creamy, buttery mouthfeel, this is made to appeal to fans of the modern Chardonnay style.",2010
Austria,Riesling,87,NA,Stift Klosterneuburg 2013 Riesling (Niederösterreich),Anne Krebiehl MW,"Aromatic notions of peach precede a fresh, light and easy-drinking palate with zesty acidity.",2013
US,Zinfandel,87,22,Savannah-Chanelle 1998 Zinfandel (Paso Robles),Paul Gregutt,"This is bright and smooth, with forward berry fruit and just the right amount of chocolaty oak. Supple and tangy, with a lip-smacking finish.",1998
US,Cabernet Sauvignon,93,32,Seven Hills 2007 Klipson Vineyard Cabernet Sauvignon (Red Mountain),Paul Gregutt,"This 100% Cabernet, from the iconic Klipsun vineyard, has been sourced from the original 1989 planting since the first crop, making Seven Hills Klipsun's longest standing customer. This offers deep cassis, mineral, and earth flavors, powerful and dense. The Seven Hills style, ordinarily restrained and elegant, suits this vineyard especially well, as it reins in the tendency of Klipsun fruit to go over the top, and become too tannic. This is muscular and deep, but proportionate and detailed.",2007
Italy,Falanghina,87,13,Gran Passione 2015 Falanghina (Beneventano),Kerin O’Keefe,"Fresh and zesty, this opens with aromas suggesting white spring flower, pear and exotic fruit. The tangy palate offers white peach, citrus and pineapple while a mineral note accents the finish.",2015
US,Pinot Gris,83,17,Hamlet 2012 Pinot Gris (Virginia),NA,"Soft scents of dryer sheets, lemons, tropical fruits and white flowers mark this Pinot Gris. On entrance, this light-to medium-bodied wine feels loose and flat, but the acidity picks up on the finish to give it a final lift.",2012
